# FIX-1187 — shared-CAND_ID merge manifest (shape A). THIS FILE IS AN AUTHORISATION.
#
# 151 (elected survivor, candidate stub) pairs that hold the SAME
# source_ids.fec_candidate_id and both hold money. Derived on the local prod-clone
# 2026-09-16; the population was re-derived READ-ONLY on prod the same day and is
# IDENTICAL (151 pairs, 151 distinct CAND_IDs, 151 distinct survivors, 151 distinct
# stubs — a clean 1:1:1). Every fact below is re-read keyed on (survivor, dup)
# inside the merge transaction by verifySharedIdInDb; a pair that has moved since
# is refused there and the run continues.
#
# Total stub money 2026-09-16: $926,589,966 across 99,217 rows. That figure
# reproduces the FIX-953 census of 2026-08-10 to the dollar, and the 2026
# fec_bulk_indiv slice (46,561 rows / $72,951,060 on 88 stubs) reproduces cc-126's
# prod measurement to the row. Every stub row was last written between 2026-05-13
# and 2026-07-28 and none since: these are frozen July snapshots left behind when
# FIX-941 handed the shared binding to the elected rows.
#
# IDENTITY IS THE CAND_ID, NOT THE SEAT. old_seat_verdict records what the FIX-953
# own-seat gate WOULD have said, so the 117 pass / 29 fail-district / 5 fail-office
# split stays visible — but the shared-id path deliberately does not apply it. The
# 34 refusals are exactly the cases where the id's encoded seat lags the person's
# current seat (redistricting; a House->Senate move), which is not evidence about
# identity for a pair selected by id equality.
#
# ATTACHMENTS ARE ZERO ON ALL 151, measured on BOTH clone and prod 2026-09-16
# (votes, career_history, committee memberships, promises, cosponsorships,
# comments, civic responses, lobbying, sponsored bills, proposal actions,
# external_relationships). FIX-1020's class is empty in this population.
#
# READ THIS BEFORE APPLYING — the collision tie-break. The design premised that
# the survivor's row is always the fresher one. IT IS NOT: on prod only 58,568 of
# 99,217 collisions (59.0%) are survivor-fresher, because updated_at moves only
# when a row's VALUE changes, so a row that is still correct keeps an old stamp.
# What IS true, measured on prod 2026-09-16 and on the clone, is strictly
# stronger for money: in EVERY cell, the count of collisions where the amounts
# DIFFER and the dup is fresher is ZERO. Where the two rows disagree on amount
# (8,456 rows on prod) the survivor is always the fresher one and already wins;
# where the dup wins the tie-break (40,649 rows) the amounts are identical and
# the outcome is the same either way. The existing keep-the-fresher rule is
# therefore money-safe here, but it is safe for a different reason than the one
# written down, and the >=99%-survivor-fresher gate in cc-128 does NOT pass.
# cc-129 must re-measure `diff_and_dup_fresher = 0` on prod immediately before
# applying and stop if it is not zero.
#
# stub_cents is the stub's FULL holding across all cycles and relationship types.
# colliding_rows / noncolliding_rows are keyed on
# (relationship_type, from_id, cycle_year) against the survivor, the same key as
# financial_relationships_relcycle_unique. Ordered by stub_cents descending, which
# is the order cc-129's sets are cut in.
survivor	dup	fec_id	name	survivor_name	dup_name	survivor_role	dup_role	state	old_seat_verdict	stub_rows	stub_cents	colliding_rows	noncolliding_rows	attachments
0ab4c5ec-0dd0-453e-9d32-b7f6a72cc54b	bed92332-9eb8-46b0-a60f-eb18bef8ef86	H8ID02064	Michael K. Simpson  <-  Michael Simpson	Michael K. Simpson	Michael Simpson	Representative	Candidate for Representative	ID	pass	707	380147407	706	1	0
43ab79ec-bf25-4e9a-a3b3-79694bb04161	da4705f5-ff03-4539-a9e0-f11eec910717	H2TN05446	Andrew Ogles  <-  Andy Ogles	Andrew Ogles	Andy Ogles	Representative	Candidate for Representative	TN	pass	284	377300149	284	0	0
caf06963-e606-48b8-b5cc-a64904bb9ba8	f03e889b-ce39-4d91-bcad-caa0f7c79aa8	H8FL27185	Maria Elvira Salazar  <-  Maria Salazar	Maria Elvira Salazar	Maria Salazar	Representative	Candidate for Representative	FL	pass	576	376608509	572	4	0
36cf9142-1a65-425d-80c4-34c1e41b59f5	206c808f-b1a1-4ef9-b517-20322bfff055	H4CA16197	Sam T. Liccardo  <-  Sam Liccardo	Sam T. Liccardo	Sam Liccardo	Representative	Candidate for Representative	CA	pass	74	371338256	74	0	0
bedb096e-991f-42f6-a467-73b192c5ed7a	9d4ee021-790f-4a40-95e1-8c33c253f3e9	H8MA02041	Richard E. Neal  <-  Richard Neal	Richard E. Neal	Richard Neal	Representative	Candidate for Representative	MA	fail-district	834	371158500	834	0	0
c436717f-bf4a-489d-b8f5-192f88139700	75f40cec-b911-4e9d-87a4-826c4cf03ae8	H0AL07086	Terri A. Sewell  <-  Terri Sewell	Terri A. Sewell	Terri Sewell	Representative	Candidate for Representative	AL	pass	875	337799692	875	0	0
1b02877c-770a-4e88-8639-4265bdf69caf	3fc254ed-e29e-4315-8a19-98dfc8af2857	S8MO00160	Josh Hawley  <-  Joshua Hawley	Josh Hawley	Joshua Hawley	Senator	Candidate for Senator	MO	pass	258	333267711	257	1	0
2ba4d741-5a44-4535-ac97-652ae093fc64	43c75821-21c9-45be-bfa5-8b758fd964a8	H2IL03162	Delia C. Ramirez  <-  Delia Ramirez	Delia C. Ramirez	Delia Ramirez	Representative	Candidate for Representative	IL	pass	801	326218187	801	0	0
2db0be0c-5a36-4c50-bf62-305047f34036	4e02dac9-3175-4ab9-ab5d-589f16fb735b	H2LA02149	Troy A. Carter  <-  Troy Carter	Troy A. Carter	Troy Carter	Representative	Candidate for Representative	LA	pass	755	320531944	755	0	0
4ff7bf63-97d7-4ea6-978a-dee5ab277420	b4cc5a22-9d33-4146-9d81-7cc6e5ff2124	H0MO06073	Sam Graves  <-  Samuel Graves	Sam Graves	Samuel Graves	Representative	Candidate for Representative	MO	pass	890	320508200	890	0	0
0f9cf8f9-c40a-4b1b-9742-467595ce8602	35cf5443-5559-4ce9-9a81-5e1a93edebb3	H8CT01046	John B. Larson  <-  John Larson	John B. Larson	John Larson	Representative	Candidate for Representative	CT	pass	1091	316875800	1091	0	0
0b939682-1183-4efe-9eb0-d28ba51f3f53	1ad0051b-257b-4ab5-925e-0d34708f7af4	H6VA11066	James R. Walkinshaw  <-  James Walkinshaw	James R. Walkinshaw	James Walkinshaw	Representative	Candidate for Representative	VA	pass	977	309879700	977	0	0
13d2bf6d-6a78-4835-b246-fbeed4a329de	7b3d1864-ce78-4b60-a664-78b1a1807a0b	H2OH14064	David P. Joyce  <-  David Joyce	David P. Joyce	David Joyce	Representative	Candidate for Representative	OH	pass	814	298606202	813	1	0
93194659-1951-4690-8610-0d33d6522e76	1bcab916-f039-4d06-b917-96ac9692bb02	S8MS00196	Roger F. Wicker  <-  Roger Wicker	Roger F. Wicker	Roger Wicker	Senator	Candidate for Senator	MS	pass	539	298361300	539	0	0
04afc81e-f922-4ad5-97f5-522021337a7f	c5249585-06e6-4dfd-a9cc-5b47998d9da9	S8ID00092	James E. Risch  <-  James Risch	James E. Risch	James Risch	Senator	Candidate for Senator	ID	pass	1220	297369200	1220	0	0
5527a121-a0f5-4bd4-b536-8103b7127d56	17a8caa5-ba0e-4c9e-b9e5-ad9cd071d1c4	H4IN08249	Mark B. Messmer  <-  Mark Messmer	Mark B. Messmer	Mark Messmer	Representative	Candidate for Representative	IN	pass	119	287900399	119	0	0
7a83b300-235e-4e9f-a124-3d34cd5e4d3a	d153a85f-c302-4d39-b12d-e7a48e28e663	H6FL09070	Gus M. Bilirakis  <-  Gus Bilirakis	Gus M. Bilirakis	Gus Bilirakis	Representative	Candidate for Representative	FL	fail-district	835	286114357	833	2	0
1052791d-4876-4be3-89f5-57d2c767b1de	f0ef9e11-88a1-41e5-8c0f-2b2bac5d9b07	H4NY21079	Elise M. Stefanik  <-  Elise Stefanik	Elise M. Stefanik	Elise Stefanik	Representative	Candidate for Representative	NY	pass	1338	278876861	1335	3	0
5e72c9ea-44f4-4e2c-b5e9-1570750f7cc2	ea1e5a06-9402-4631-ada5-19144cc91aa4	H8WV03097	Carol D. Miller  <-  Carol Miller	Carol D. Miller	Carol Miller	Representative	Candidate for Representative	WV	fail-district	1010	278626394	1010	0	0
96615ef6-08c4-4723-ad86-7f9b0261c95d	a089f60e-7e0c-405c-b160-6cb69147ff2f	H4NY26078	Timothy M. Kennedy  <-  Timothy Kennedy	Timothy M. Kennedy	Timothy Kennedy	Representative	Candidate for Representative	NY	pass	1009	271391868	1009	0	0
16f2ac98-bf5a-4d67-aea3-2ea51b620a08	25d0d3d4-179d-47bc-ba33-bc067749336e	H8NY06048	Gregory W. Meeks  <-  Gregory Meeks	Gregory W. Meeks	Gregory Meeks	Representative	Candidate for Representative	NY	fail-district	816	271256800	816	0	0
5c4dd857-94bc-45fa-a127-df8e77d4200e	ac60b259-6607-47ad-8c15-67ceae1aa28c	H2NY23228	Nicholas A. Langworthy  <-  Nick Langworthy	Nicholas A. Langworthy	Nick Langworthy	Representative	Candidate for Representative	NY	pass	1009	269113593	1009	0	0
a42cd1a2-aa86-4e4a-9d46-069b5081ad98	31a3b090-1a36-4e2f-8337-23a45e554ee8	H2IL10068	Bradley Scott Schneider  <-  Bradley Schneider	Bradley Scott Schneider	Bradley Schneider	Representative	Candidate for Representative	IL	pass	727	268412734	727	0	0
2dad4de9-c266-4422-9954-513bea31c407	62821ee5-d79e-42e4-a36d-af3b1f2631a0	H6CA05195	Doris O. Matsui  <-  Doris Matsui	Doris O. Matsui	Doris Matsui	Representative	Candidate for Representative	CA	fail-district	900	267087800	900	0	0
f3fcc128-60f5-4056-934f-b85ece863110	f8f4fd05-889a-48c6-be93-e13769cbd4bd	S2VA00142	Tim Kaine  <-  Timothy Kaine	Tim Kaine	Timothy Kaine	Senator	Candidate for Senator	VA	pass	662	258368246	662	0	0
7ebbaa3d-ec76-45c4-ab7c-d79ab50e6bb8	837041f5-364e-4f54-aded-2a62a2063949	H4PA13199	Brendan F. Boyle  <-  Brendan Boyle	Brendan F. Boyle	Brendan Boyle	Representative	Candidate for Representative	PA	fail-district	800	254245230	799	1	0
0c50dbf1-0a42-4aff-8b95-421a847c2586	8f8ea393-5a74-4d04-bce1-82058b730831	H0TN03254	Charles J. "Chuck" Fleischmann  <-  Charles Fleischmann	Charles J. "Chuck" Fleischmann	Charles Fleischmann	Representative	Candidate for Representative	TN	pass	813	250137700	813	0	0
49be389f-4387-499b-9c15-9d89af34c789	618e4c57-3e09-4299-9dae-b0b3a1edafab	H6TX19099	Jodey C. Arrington  <-  Jodey Arrington	Jodey C. Arrington	Jodey Arrington	Representative	Candidate for Representative	TX	pass	826	245649350	826	0	0
718d6b2f-3505-4b96-b8ea-9516859d22cc	d231f8e7-e9ad-4a54-b678-d2075b2c76f8	H4VA08224	Donald S. Beyer  <-  Donald Beyer	Donald S. Beyer	Donald Beyer	Representative	Candidate for Representative	VA	pass	926	245406600	926	0	0
c1db8f77-f5fe-477b-91c9-616ef912f8fd	f36e31fc-0532-4804-b82a-d6b45b865157	H4NJ09194	Nellie Pou  <-  Nelida Pou	Nellie Pou	Nelida Pou	Representative	Candidate for Representative	NJ	pass	1248	234631500	1248	0	0
8dd1cf08-6efe-46dc-8662-d13c49e7bc5b	daeb9a4a-b487-4208-8d1f-a59a8ec26865	H4WV02205	Riley M. Moore  <-  Riley Moore	Riley M. Moore	Riley Moore	Representative	Candidate for Representative	WV	pass	421	232805001	421	0	0
efdd49dc-ed3c-4b96-8a20-b8303f68a0ae	f110cdfe-3661-4c0e-b975-7076f5db43ac	H2SC02042	James E. Clyburn  <-  James Clyburn	James E. Clyburn	James Clyburn	Representative	Candidate for Representative	SC	fail-district	718	226455800	718	0	0
5cc3a04d-7a24-4472-9e32-ac5e07c9c532	255713e8-fc47-4250-9652-ea88d96c75eb	H4GA01039	Earl L. "Buddy" Carter  <-  Earl Carter	Earl L. "Buddy" Carter	Earl Carter	Representative	Candidate for Representative	GA	pass	584	221936400	584	0	0
46bdb81f-c5ca-4b5d-abc6-67128379d2c3	e624037b-ed42-4bd6-b4e0-1de03c1e4690	H8TX29052	Sylvia R. Garcia  <-  Sylvia Garcia	Sylvia R. Garcia	Sylvia Garcia	Representative	Candidate for Representative	TX	pass	603	218795677	602	1	0
afc05fd0-1d98-4de9-b9ac-f69fe0f1d773	63740b8b-2f40-44c0-a96d-80a125a2208a	H4NC08066	Mark Harris  <-  Mark Harris	Mark Harris	Mark Harris	Representative	Candidate for Representative	NC	pass	76	216812230	76	0	0
ee4b5b14-6d76-4ec4-998b-a66a0a4e9ffe	f4c02c90-c5de-47ef-9da0-a45cfd3beefd	H2WY00166	Harriet M. Hageman  <-  Harriet Hageman	Harriet M. Hageman	Harriet Hageman	Representative	Candidate for Representative	WY	pass	191	212912811	191	0	0
9e8dbddd-74d1-4d04-90b2-4682db860b6d	4de7fcb1-1513-45ca-9fc7-205e94a25fa5	H8MI11254	Haley M. Stevens  <-  Haley Stevens	Haley M. Stevens	Haley Stevens	Representative	Candidate for Representative	MI	pass	436	204343720	436	0	0
1f0fcc25-c88d-4112-9e90-e873d106d32d	bf6d5790-8ff8-494f-a071-2f7a8b6e3f1f	H8CA39174	Gilbert Ray Cisneros  <-  Gilbert Cisneros	Gilbert Ray Cisneros	Gilbert Cisneros	Representative	Candidate for Representative	CA	fail-district	253	196560097	249	4	0
8a2787ae-0579-41ae-ab9a-3b7fa2a504e5	bcbc37b5-151f-42db-8b86-117fd2626c1e	H0GA09246	Andrew S. Clyde  <-  Andrew Clyde	Andrew S. Clyde	Andrew Clyde	Representative	Candidate for Representative	GA	pass	289	188651496	285	4	0
ccc50e75-d7ef-4348-84b1-9e1f3dbfe973	07444ea1-b2c8-457c-a6cf-980cf81aab57	H6FL13148	Vern Buchanan  <-  Vernon Buchanan	Vern Buchanan	Vernon Buchanan	Representative	Candidate for Representative	FL	fail-district	501	188100000	501	0	0
