# FIX-1164 — role-ineligible officials carrying an FEC CAND_ID they cannot hold, with ZERO fec_bulk money.
#
# Derived on the LOCAL CLONE 2026-09-07. 55 officials, 2 of them is_active.
#
# WHY THIS IS A SEPARATE MANIFEST FROM FIX-1153's. The FIX-1153 population is
# MONEY-keyed: role cannot hold an FEC office AND holds fec_bulk-sourced
# financial_relationships rows. These 55 satisfy the role half and hold no money
# at all, so the money-keyed predicate correctly does not return them — which is
# exactly the set difference the FIX-1153 dry run reported against the id-keyed
# FIX-937 manifests, and why that difference was a predicate property rather
# than a predicate gap.
#
# They still need remediating: the stored fec_id is the thing that hands the slot
# back to the next FEC run and re-monies the wrong official. The remediation is
# the id-retire step ALONE (source_ids fec_id -> misattributed_fec_id); there are
# no rows to delete and no donors to re-roll up, which is why the money columns
# below are all zero. The role-ineligible script's retire step is keyed on the
# OFFICIAL rather than on its rows, so these pass through it unchanged.
#
# The zero money columns are not padding: they are what the FIX-1165 clone-vs-prod
# diff compares against. A row here that shows rows > 0 on prod has acquired money
# since this was derived and will be REPORTED AND SKIPPED rather than swept in.
#
# Cross-ref FIX-1153, FIX-937, FIX-1165.
official_id	full_name	role_title	tier	is_active	jurisdiction	stored_fec_id	fec_rows	fec_cents	cross_rows	only_rows	cross_cents	only_cents
7f896047-9f70-44ca-9deb-7cea7efd8f43	Mary Lou Rodriguez	Council Member	elected	false	AUS	H6KY03223	0	0	0	0	0	0
508172cc-4bed-4712-94a3-4c237e0f84a6	Matt Haney 	Council Member	elected	false	SF	H2CO00035	0	0	0	0	0	0
7e799bd4-9fde-49c9-bf2d-26e1effcfd0f	Matt Hartman	Council Member	elected	false	AUS	H6PA16296	0	0	0	0	0	0
6f206e50-752b-444a-a70b-6fbc7d18016e	Megan Rosenfeld	Council Member	elected	false	SEA	S2PA00331	0	0	0	0	0	0
fc97c68f-fc29-4718-8f5e-9b9355ff8a2b	Natasha Goodwin	Council Member	elected	false	AUS	H2TX30186	0	0	0	0	0	0
a2893e64-5d84-4305-98ff-9748c90a0957	Nicole Hendrickson	Council Member	elected	false	AUS	H8SD01105	0	0	0	0	0	0
34a174e9-582b-4bc4-81a2-dcf17991391e	Nicole Huff	Council Member	elected	false	AUS	H2LA05274	0	0	0	0	0	0
82cfb52e-2aa6-4504-b988-2370e09a7b82	Paula Hoff	Council Member	elected	false	SEA	P40007577	0	0	0	0	0	0
7fc27801-d676-4fcc-93f9-6a72ab046853	Petra DeJesus	Council Member	elected	false	SF	P40015703	0	0	0	0	0	0
f4c25d74-1fee-4335-8e70-04a51fd0d9c0	Roberto Trevino	Council Member	elected	false	AUS	H8TX23139	0	0	0	0	0	0
13a2a60c-b9f5-40c0-8c1f-c8ed00188f6a	Ruth Dalrymple	Council Member	elected	false	AUS	H0NJ05182	0	0	0	0	0	0
78841483-0820-40ec-905b-4b5043f41b8a	Sarah Ballard	Council Member	elected	false	SF	S0MT00116	0	0	0	0	0	0
ccd1ba2a-dfaa-4b38-a222-1a1b7adbd806	Selina Chambliss	Council Member	elected	false	SEA	S2GA00118	0	0	0	0	0	0
e5b84a0b-ce52-46bf-b03b-df0b906de08d	Shiamala Choudhury	Council Member	elected	false	SF	H8NY05123	0	0	0	0	0	0
6cda3499-89f3-462c-ab02-723e96c27587	Stephanie Duvall	Council Member	elected	false	SEA	H0NJ01207	0	0	0	0	0	0
d3fa35da-659e-44e6-983a-ee338913bf8f	Steven Smith	Council Member	elected	false	SEA	H0IL13066	0	0	0	0	0	0
25eb5c3c-a4a0-4f66-bab5-787b5a8a7dec	Taras Madison	Council Member	elected	false	SF	H2CA09147	0	0	0	0	0	0
a78dddbe-198f-4c17-9c0d-d6cf9be89611	Tim Harris - Law Dept	Council Member	elected	false	SEA	H8OK01165	0	0	0	0	0	0
0da32baf-54c5-4ec2-b9b8-ea5c5e3fe5ce	Victor Lim	Council Member	elected	false	SF	H0TX07212	0	0	0	0	0	0
06b24c80-54b0-4beb-930c-de59c55116f9	Victoria Rieger	Council Member	elected	false	AUS	H8PA03126	0	0	0	0	0	0
1af0bfa9-6265-4439-86b8-27eaf801a807	Wilson Ng	Council Member	elected	false	SF	H2TX28123	0	0	0	0	0	0
e9aa2207-27b3-4c47-8c2d-9ae5ffa2d935	Yolanda McKnight	Council Member	elected	false	AUS	H2TN05297	0	0	0	0	0	0
